,product_name
6479,soluvel delta chicoria e café lata
6480,cream cracker vieira pimenta preta
6481,chantilly president baunilha spray
6482,leite c/chocolate ucal bolacha
6483,compota casa de mateus pêssego
6484,bebida delta láctea go chill cappuccino
6485,pão hamburguer schnitzer s/glúten bio
6486,doce quinta jugais para queijo abóbora e castanha
6487,mochi royal family taro (sem glúten)
6488,arroz vaporizado saludães especial saladas
6489,fajitas old el paso kit
6490,molho lee kum kee teriyaki
6491,iogurte batido/cremosos kaiku aloe vera 150
6492,chá salutem infusão nº13 pro sono
6493,condimento azeite gallo virgem extra manjericão 250 ml
6494,creme nocilla duo cacau e leite c/avelã
6495,queijo mistura ibérico cuevas del campo kg
6496,patê cavala minerva
6497,chocolate ritter sport peppermint
6498,bombons bohme brandy & cherry
6499,especiaria espiga limão desidratado
6500,cream crackers tuc integral
6501,chá salutem em saco carqueja flor
6502,cápsulas starbucks compatível dolce gusto latte macchiato
6503,trigo de cevadinha hosyaushka yachnevaya
6504,chá cem porcento barbas milho
6505,cereais chocapic chocolate +260g
6506,maionese wasabi thai dancer
6507,caramelos frutas penha penhazitos
6508,espelta cem porcento grão
6509,farinha nacional preparado p/pão equilibrio
6510,bombons nestlé plaisir cereja
6511,bolas natal de chocolate saqueta
6512,mini rissóis auchan leitão
6513,gomas chupa chups tubos morango
6514,tarte quinta da marinha pato
6515,secretos de porco preto congelado kg
6516,mini covilhetes soul&flavours
6517,doce mirtilo jugais bio
6518,chocolate lindt lindor sortido
6519,farinha jff amendoim
6520,mix quinoa natura
6521,queijo mistura auchan à mesa em portugal ovelha e cabra curado un
6522,pot noodle knorr carne
6523,bolachas grisbi creme baunilha 135 g
6524,queijo mistura auchan sem lactose cunha
6525,vinagre balsâmico cristal de modena
6526,vinagre gallo balsâmico gourmet
6527,marmelada casa da prisca com noz
6528,tabua de queijos santiago clássicos 3xr
6529,gelado magnum double caramelo 3x
6530,bolacha nacional my cookies chocolate
6531,snack ferrero kinder bueno white t2
6532,creme vegetal joya amendoa e coco culinaria
6533,sementes de sésamo foreway pretas
6534,leite mandarim creme
6535,chocolate milka i love milka nuss nougat
6536,preparado vegan violife le rond
6537,couve hengstenberg c/ vinho branco 680(650)g
6538,gomas vidal morangos recheados
6539,cornichons green bio
6540,sardinha inteira polegar
6541,chá preto lipton descafeinado 20 saq
6542,wafer cem porcento baunilha sem açúcar
6543,atum posta poveira em óleo 120(85)g
6544,molho lee kum kee vinagre de arroz
6545,arroz basmati oriente
6546,coentros moidos margão
6547,trufas lacasa caramelo e sal
6548,bamboo shoots spring happiness tiras
6549,fantasias regina pai natal tripack
6550,cápsulas de café l'or chocolate comp sist nsp
6551,queijo nova açores prato alho e salsa kg
6552,chá cem porcento em saco urtiga branca
6553,iogurte auchan natural açúcar de cana 16x
6554,lasanha auchan bolonhesa
6555,cuscuz trevijano marroquino vegan
6556,gelado ben & jerry's sunny honey home
6557,queijo tres igrejas 2meses cura kg
6558,tomate mutti c/ legumes frescos
6559,pasta de beringela marke n1
6560,barra the gutsy captain caramelo salgado
6561,cravinho margão moído
6562,biscoitos schar savoiardi sem glúten
6563,café lavazza moido qualita rossa
6564,chocolate twix single
6565,mel granja san francisco
6566,molhos branston original
6567,chocolate reese's com manteiga amendoim 5cup
6568,drops peta zetas sortido pastilha
6569,pizza dr.oetker ristorante frango
6570,tempero quinta d'avó preparado angolano
6571,chocolate nestlé after eight leve 3 pague 2 3x
6572,salada chinesa ferbar em vinagre frs 345(180)g
6573,rola alga grelhada taokaenoi picante
6574,wafers vieira de castro cacau com baunilha cubos
6575,queijo palhais saladas alho e ervas 2x
6576,doce prisca pêssego
6577,favas extrafinas auchan em azeite 330 (220) g
6578,biscoitos integrais cem porcento sem açúcar adicionado chia limão
6579,fabada auchan feijões e enchidos
6580,infusão tetley bons sonhos
6581,feijão vapza carioca
6582,creme cem porcento avelã cacau sem açúcar
6583,queijo jermi com nozes kg
6584,pearl al'fez couscous
6585,biscoito fábrica duriense amêndoa 150 g
6586,bombons nestlé caja roja creations
6587,meenteiga vegetal yogan bio com algas 120 g
6588,bolo branca de neve de laranja
6589,chutney sharwood's manga suave green label
6590,pão mestemacher
6591,chocolate merci crisp almonds
6592,choco congelado kg
6593,sopa izidoro de pedra sabor caseiro
6594,folhados 6 les 3 toques 150g
6595,infusão tetley hibisco e rosa mosqueta 20 saq
6596,wrap koala trigo
6597,aperitivos yuki & love mochi mistura 450 g
6598,pastilhas de chocolate m&m's r
6599,folhados auchan emmental
6600,chocolate kinder leite maxi 6
6601,azeite virgem extra gallo colheita madura
6602,drops mentos stick menta tpk
6603,leite cacaolat 0% meio gordo com stevia 4x
6604,tablete lindor lindt cho.c.negro
6605,cápsulas dolce gusto café ristretto barista
6606,pasta globo caril verde
6607,tiras auchan de pota panadas
6608,ovo kinder chocolate maxi
6609,suplemento ivybears protein boost omas
6610,jackfruit genjack original
6611,azeite oliveira da serra lagar do marmelo
6612,bombons ferrero prestige t21
6613,espadilhas mono more de riga em óleo
6614,tortitas fruut crisps sour cream 20 g
6615,azeite herdade do esporão biológico
6616,açafrão auchan moído frasco 0.3 g
6617,queijo quinta do olival cabra curado kg
6618,chá salutem quebra pedras
6619,feijão branco bonduelle (125)g
6620,pasta khanum de caril picante
6621,farinha dns araruta
6622,chocolate de leite cadbury dairy milk caramel 180 g
6623,macarons dulcesol sabor framboesa
6624,crisps cemporcento queijo cebola
6625,bolachas vicenzi grisbi chocolate duplo sem glúten
6626,biscoito gullon palitos
6627,cobertura auchan de morango
6628,bombons sortidos delaviuda caramelo salgado
6629,pack cream craker cuétara integral leve 3 pague 2
6630,bolachas bounty soft cookies
6631,bolacha severniy pryaniki polyus
6632,bolacha digestive mcvitie's original
6633,frutose auchan viver melhor equilíbrio
6634,quinoa trevijano tricolor com shitake sem glúten vegan
6635,noodles udon mr. min sabor picante coreia
6636,chocolate milka toffee y avellanas
6637,pão nan garlic & company leicester bakery in one pack
6638,snack chocolate lindor negro 37 g
6639,pastilhas trident elásticas melão melancia
6640,barras de cereais el almendro amêndoa e frutas
6641,empada soul&flavors alheira ()
6642,noodles arroz koala vermicelli
6643,segredos margão saladas
6644,cápsulas bicafé café compatível nespresso premium blue
6645,pinhas em chocolate saqueta
6646,varas de milho sladkaya strana
6647,bolacha hello panda chocolate
6648,bolacha carr's assorted
6649,chocolate lindt excellence croquant wafer
6650,café auchan solúvel gold intenso descafeinado intensidade 6
6651,tortilha old el paso mexicana milho
6652,óleo de mostarda ktc
6653,funcho seco hosyaushka
6654,couve flor auchan em floretas ultracongelas
6655,preparado para batido yogoody morango
6656,chá lipton preto immune support
6657,bebida lactea go chill delta macchiato sem lactose 230 ml
6658,jaca koala em calda
6659,lápis vahiné pasteleiro chocolate
6660,queijo provolone brazzale dolce kg
6661,mochi tokimeki matcha
6662,ravioli via emilia ricota e espinafres c/ molho de tomate
6663,salsichas porco tri porosenka sardelki shkolnie
6664,infusão lipton framboesa e sabugueiro 20 saq
6665,sementes de funcho auchan em frasco
6666,gelado ben & jerry's dulce de-lish sundae
6667,queijo ponte nova pequeno un
6668,bombons ferrero pocket coffee t5
6669,azeite gallo virgem extra grande escolha
6670,sticks vest com sal
6671,chocolate cadbury dairy milk fruit & nut
6672,bolacha kambly manteiga butterfly
6673,pizza garden cogumelos trufados
6674,tortitas fruut crisps tomate e oregãos 20 g
6675,cereais diet radisson almofadas recheadas sem glúten
6676,molho kikkoman poke
6677,bebida arroz avelã auchan bio
6678,leite sem lactose mimosa café 250 ml
6679,barra cereais tekmar nuts & honey 35 g
6680,puré de fruta pom`bel maçã frutos vermelhos 4 x
6681,salsichas cem porcento vegetais tofu
6682,cereais salutem multicereais crocantes
6683,salsichas soja cocktail izidoro frasco 320(180)g
6684,barra cereais tekmar nuts & seeds 40 g
6685,pizza buitoni bella napoli speciale
6686,pizza dr.oetker casa di mama hawaii
6687,queijo roquefort cantorel dop kg
6688,infusão qtª soalheiro hortelã verde bio 20 saq
6689,alfajor dacolônia cacau e avelã
6690,condimento azeite gallo virgem extra alecrim
6691,cookies nestlé galak chocolate branco 60 g
6692,molho pimentos sacla com figo e avelã
6693,bolacha nyakers gengibre e baunilha
6694,espadilha congelada 600 gr
6695,rolo alga grelhada taokaenoi sabor bbq
6696,bacalhau riberalves lombos msc caixa
6697,queijo coulommiers auchan
6698,sementes homka pretas girassol
6699,gomas trolli burger xxl 50 g
6700,base pizza loriana
6701,azeite herdade paço conde virgem extra e.selection
6702,bolachas cuétara rolls chocolate 144 g
6703,molhos thai dancer ananás e chilli
6704,vinagre monari federzoni balzic glassa balsâmico
6705,vinagre balsâmico cristal frt. vermelhos gmt
6706,bebida delta láctea go chill caffe latte
6707,molho poke bowl paladin
6708,biqueirão lorea em azeite extra ecológico
6709,cápsulas kaffa descafeinado andorinha sk intensidade 4
6710,doce sefir vkusnyasha chocolate
6711,mel flor de laranjeira auchan tampa anti-gota
6712,bebida lactea go chill delta caramel macchiato
6713,ovinhos chocolate ferrero golden milk 90 g
6714,molho pad thai thai delight stir fry
6715,bolacha auchan à mesa em frança recheio morango
6716,patê sardinha minerva
6717,rebuçados nutridrops propolis e menta sem açúcar
6718,tablete nestlé dark 85% cacau
6719,doce quinta jugais para queijo figo laranja e anis
6720,wafer cem porcento framboesa alfarroba sem açúcar
6721,salsichas soja nobre vegalia frasco cocktail 360(190)g
6722,aperitivos pringles flame bbq
6723,barra benlian arroz chocolate branco e côco
6724,molho old el paso mexicano mini
6725,nachips old el paso milho
6726,creme barrar naturefoods manteiga caju bio 170 g
6727,carne seca kings vegan
6728,chocolate milka luflee caramel
6729,bebida nestlé láctea crescimento bolacha 1+ ano
6730,sobremesa ambrosia devon custard can
6731,chocolate nestlé after eight lata
6732,lanche de vaca robert 340 gr
6733,bolacha auchan de manteiga palets bretons
6734,gelado happy mrs jersey caramelo salgado bio
6735,queijo mozzarella di bufala com trufas solo italia
6736,bulgur inteiro bia
6737,cápsulas nicola amarelo mundi
6738,pack queijo castelões com vinho esteva un
6739,chocolate licor halloren royal mints
6740,pasta de wasabi blue dragon
6741,tablete nestlé dolca chocolate leite 100 g
6742,cápsulas buondi intenso nsp
6743,carabineiro moçambique 8/12 congelado kg
6744,bombons lindt champs elysees sortido
6745,capsulas dolce gusto latte macchiato
6746,guacamole mccain
6747,café moido normal buondi sunrise
6748,tablete nestlé dolca chocolate negro 100 g
6749,queijo de são jorge dop 7 meses cura kg
6750,café auchan em grão arábica clássico intensidade 7
6751,infusão lipton silhueta cavalinha
6752,gelado häagen-dazs macaron chocolate
6753,queijo alavão kg
6754,preparado quinta d'avó timorense
6755,biscoito fábrica duriense ananás e gengibre 150 g
6756,gelado auchan sorbet de manga
6757,doce casa da prisca de chila
6758,camarão pescanova vannamei extra 24-40
6759,tarte de queijo tio resti kg
6760,caramelos milky splash roshen
6761,flocos salutem centeio integral
6762,pasta ameixa próvida japonesa umeboshi
6763,bombons praliné raffaello t 30 g
6764,bombons ferrero rocher tin ball
6765,queijo 3 igrejas mistura 6 meses kg
6766,batatas fritas longas tokimeki chapz sour cream cebola
6767,gelado vegan valsoia chocolate e avelãs
6768,salmão minerva ao natural
6769,gelado b&j caramel chew chew
6770,begetal kaiku coco com manga-maracuja r
6771,piri-piri margão jalapenho
6772,bolachas finas gullon aveiachocolate
6773,chupas bip power dips
6774,mostarda savora em grão
6775,potas biofresh recheadas ultracongeladas
6776,azeitonas campomar nature manzanilha desc. bio
6777,pasta shawarma al'fez
6778,sal grosso origens himalaias moinho
6779,bolacha hello panda chocolate branco
6780,tortilhas mister freed abacate
6781,cereais kellogg's all bran fruta e fibra
6782,leite cacaolat com cacau
6783,enfeites vahiné corações 55 g
6784,pescada minerva ao natural
6785,pimenta margão p/ bife
6786,molho pesto sacla com trufas brancas 190 gr
6787,queijo picante da beira baixa dop damar kg
6788,massa bulgur duru grossa escura
6789,moedas chocolate leite dolfin barbie
6790,pó khanum madras de carilmeio picante
6791,infusão auchan bio queima gordura
6792,molhos thai dancer caril verde
6793,bebida ramune hatakosen melância salgada
6794,ketchup de especiarias hela suave
6795,chá forma+ lipo 365
6796,mousse de chocolate alsa preto
6797,pasta pasco caril suave
6798,tempero margão mexican street food saqueta
6799,creme para bater cem porcento vegan
6800,pizza dr.oetker good baker brocoli mushroo 365
6801,iogurte auchan batido açucarado com mix frutos 16x
6802,paellero carmencita tradicional
6803,snack alga the sea snack co doce e picante
6804,leite globo de côco
6805,chocolate kinder maxi
6806,molhos base de tomate barilla rosso
6807,macarrão milaneza wok
6808,gelado magnum mini amêndoa remix 6x
6809,noodles maggi oriental caril
6810,preparado koala bolo sabor abacaxi
6811,snacks balconi bolo iogurte mel 270
6812,molho amendoim lee kum kee
6813,chá salutem em saco cavalinha
6814,dolmadakia onassis com arroz folhas de videira
6815,chocolate negro lindt sortido mini
6816,chocolate de leite cadbury dairy milk crunchie 180 g
6817,muesli serramel 400 g
6818,bolacha auchan collection com merengada avelã e cobertura de chocolate de leite
6819,arroz c/tomate louro
6820,pistachios matutano no forno
6821,molho peri-peri nando's limão e ervas
6822,hamburguer panado heura vegetal
6823,curcuma essentia bio
6824,pasta afg de amendoim
6825,geleia de milho provida bio 520 g
6826,enguias nazarena escabeche 120(72)g
6827,molho feijão lee kum kee picante
6828,enfeites vahiné rolinhos branco e castanho
6829,molho old el paso de queijo mini
6830,filete atum minerva azeite c/ malagueta 120(78)g
6831,doce quinta de jugais figo com noz
6832,queijo cerrado vale cremoso ovelha
6833,caramelos skittles fruits
6834,massa delverde lasanha ondine
6835,cápsulas café torrié expresso suave
6836,rebuçados vicks vapomentol 72 g
6837,caramelos el caserio pinhão sem adição açucar
6838,bebida ramune hatakosen mochi
6839,chá plantanatur preguiça intestinal 10 saq
6840,aroma rayner's menta
6841,decoração patrulha pata patrulha pata discos 155cm
